"X","place_of_purchase","port_arrival","n_arrived","lon_start","lat_start","lon_end","lat_end"
1385,"Gallinhas","Cayenne",201,-34.9996923,-8.4844765,-52.3134531,4.92242
1386,"Gallinhas","Cuba",2615,-34.9996923,-8.4844765,-77.781167,21.521757
1387,"Gallinhas","Demerara",401,-34.9996923,-8.4844765,-80.2411779,26.1275852
1388,"Gallinhas","Dominica",2,-34.9996923,-8.4844765,-61.370976,15.414999
1389,"Gallinhas","Freetown",4976,-34.9996923,-8.4844765,-13.2317225,8.4656765
1390,"Gallinhas","French Caribbean",1,-34.9996923,-8.4844765,-80.2734246,26.2866552
1391,"Gallinhas","Grenada",336,-34.9996923,-8.4844765,-61.679,12.1165
1392,"Gallinhas","Havana",2795,-34.9996923,-8.4844765,-82.3665956,23.1135925
1393,"Gallinhas","Jamaica",337,-34.9996923,-8.4844765,-77.297508,18.109581
1394,"Gallinhas","Kingston",483,-34.9996923,-8.4844765,-94.0385517,39.6441742
1395,"Gallinhas","Leogane",1,-34.9996923,-8.4844765,-72.623987,18.5128379
1396,"Gallinhas","Martinique",242,-34.9996923,-8.4844765,-61.024174,14.641528
1397,"Gallinhas","Matanzas",1,-34.9996923,-8.4844765,-81.5322149,23.0303395
1398,"Gallinhas","Nassau",417,-34.9996923,-8.4844765,-77.3503609,25.0443312
1399,"Gallinhas","Puerto Rico",1,-34.9996923,-8.4844765,-66.590149,18.220833
1400,"Gallinhas","Rio de Janeiro, Sao Paulo, Santa Catarina",600,-34.9996923,-8.4844765,-46.658595,-23.6523213
1401,"Gallinhas","Sagua",485,-34.9996923,-8.4844765,-80.0702555,22.8037709
1402,"Gallinhas","Saint John (Antigua)",228,-34.9996923,-8.4844765,-61.846772,17.1274104
1403,"Gallinhas","Santiago de Cuba",454,-34.9996923,-8.4844765,-75.8301537,20.01693
1404,"Gallinhas","Savannah",110,-34.9996923,-8.4844765,-81.091203,32.0808989
1405,"Gallinhas","St. Vincent",262,-34.9996923,-8.4844765,-92.3393435,34.7502877
1406,"Gallinhas","Suriname",207,-34.9996923,-8.4844765,-56.027783,3.919305
1407,"Gallinhas","Trinidad",271,-34.9996923,-8.4844765,-61.222503,10.691803
1408,"Gallinhas","Trinidad de Cuba",252,-34.9996923,-8.4844765,-79.9808143,21.7960343
1409,"Gallinhas","West Indies (colony unspecified)",1,-34.9996923,-8.4844765,-66.4108475,18.2345027
1410,"Gambia","???",52,-15.310139,13.443182,NA,NA
1411,"Gambia","Africa.",1,-15.310139,13.443182,34.508523,-8.783195
1412,"Gambia","Amelia Island",95,-15.310139,13.443182,-81.460856,30.6265697
1413,"Gambia","Americas",13,-15.310139,13.443182,-105.2551187,54.5259614
1414,"Gambia","Americas, region unspecified",2,-15.310139,13.443182,-105.2551187,54.5259614
1415,"Gambia","Annapolis",302,-15.310139,13.443182,-76.4921829,38.9784453
1416,"Gambia","Antigua",212,-15.310139,13.443182,-61.8175207,17.0746557
1417,"Gambia","Bahamas",1,-15.310139,13.443182,-77.39628,25.03428
1418,"Gambia","Barbados",9451,-15.310139,13.443182,-59.543198,13.193887
1419,"Gambia","Basse-Terre",4,-15.310139,13.443182,-61.7064109,16.0144526
1420,"Gambia","Beaufort",328,-15.310139,13.443182,-80.6698286,32.4315813
1421,"Gambia","Boston",42,-15.310139,13.443182,-71.0588801,42.3600825
1422,"Gambia","British Caribbean",468,-15.310139,13.443182,-76.7907214,17.9686962
1423,"Gambia","Buenos Aires",349,-15.310139,13.443182,-58.3815591,-34.6036844
1424,"Gambia","Cadiz",3,-15.310139,13.443182,-6.2885962,36.5270612
1425,"Gambia","Cap Francais",1086,-15.310139,13.443182,-72.2067681,19.7370362
1426,"Gambia","Cayenne",95,-15.310139,13.443182,-52.3134531,4.92242
1427,"Gambia","Cayes (Les)",415,-15.310139,13.443182,-73.7536695,18.2042851
1428,"Gambia","Charleston",13165,-15.310139,13.443182,-79.9310512,32.7764749
1429,"Gambia","Demerara",1082,-15.310139,13.443182,-80.2411779,26.1275852
1430,"Gambia","Dominica",2471,-15.310139,13.443182,-61.370976,15.414999
1431,"Gambia","Eastern New Jersey",50,-15.310139,13.443182,-74.1636313,40.7497019
1432,"Gambia","Freetown",243,-15.310139,13.443182,-13.2317225,8.4656765
1433,"Gambia","French Caribbean",202,-15.310139,13.443182,-80.2734246,26.2866552
1434,"Gambia","Goree",114,-15.310139,13.443182,-17.3989282,14.6678596
1435,"Gambia","Grenada",2293,-15.310139,13.443182,-61.679,12.1165
1436,"Gambia","Hampton",137,-15.310139,13.443182,-76.3452218,37.0298687
1437,"Gambia","Havana",385,-15.310139,13.443182,-82.3665956,23.1135925
1438,"Gambia","Jamaica",4297,-15.310139,13.443182,-77.297508,18.109581
1439,"Gambia","Kingston",3857,-15.310139,13.443182,-94.0385517,39.6441742
1440,"Gambia","La Balise",90,-15.310139,13.443182,-71.7867219,48.5983561
1441,"Gambia","Lisbon",97,-15.310139,13.443182,-9.1393366,38.7222524
1442,"Gambia","Lower James River",172,-15.310139,13.443182,-78.0470161,37.6433132
1443,"Gambia","Martha Brae",168,-15.310139,13.443182,-77.660197,18.3585936
1444,"Gambia","Martinique",332,-15.310139,13.443182,-61.024174,14.641528
1445,"Gambia","Maryland",693,-15.310139,13.443182,-76.6412712,39.0457549
1446,"Gambia","Montserrat",648,-15.310139,13.443182,-62.187366,16.742498
1447,"Gambia","New York",51,-15.310139,13.443182,-74.0059728,40.7127753
1448,"Gambia","Newcastle (Nevis)",858,-15.310139,13.443182,-62.588414,17.2025656
1449,"Gambia","North Carolina",1,-15.310139,13.443182,-79.0192997,35.7595731
1450,"Gambia","North Potomac",407,-15.310139,13.443182,-77.2347674,39.097769
1451,"Gambia","Patuxent",101,-15.310139,13.443182,-76.6982889,38.7343744
1452,"Gambia","Philadelphia",150,-15.310139,13.443182,-75.1652215,39.9525839
1453,"Gambia","Piscataqua",1,-15.310139,13.443182,-70.7823418,43.1041923
1454,"Gambia","Port-au-Prince",372,-15.310139,13.443182,-72.3074326,18.594395
1455,"Gambia","Rappahannock",1849,-15.310139,13.443182,-77.2066465,38.1985853
1456,"Gambia","Rhode Island",2,-15.310139,13.443182,-71.4774291,41.5800945
1457,"Gambia","Saint John (Antigua)",577,-15.310139,13.443182,-61.846772,17.1274104
1458,"Gambia","Savannah",1463,-15.310139,13.443182,-81.091203,32.0808989
1459,"Gambia","South Carolina",423,-15.310139,13.443182,-81.1637245,33.836081
1460,"Gambia","South Potomac",443,-15.310139,13.443182,-76.9668698,38.579429
1461,"Gambia","St. Barthelemy",1,-15.310139,13.443182,-62.833333,17.9
1462,"Gambia","St. Croix",204,-15.310139,13.443182,-64.8347992,17.7245968
1463,"Gambia","St. Eustatius",201,-15.310139,13.443182,-62.973555,17.4890306
1464,"Gambia","St. Kitts",1455,-15.310139,13.443182,-62.7559043,17.3433796
1465,"Gambia","St. Lucia",122,-15.310139,13.443182,-60.978893,13.909444
1466,"Gambia","St. Thomas",98,-15.310139,13.443182,-64.8940946,18.3380965
1467,"Gambia","St. Vincent",403,-15.310139,13.443182,-92.3393435,34.7502877
1468,"Gambia","Tortola",1,-15.310139,13.443182,-64.6332782,18.4334704
1469,"Gambia","Trinidad",206,-15.310139,13.443182,-61.222503,10.691803
1470,"Gambia","Upper James River",1211,-15.310139,13.443182,-78.0470161,37.6433132
1471,"Gambia","Veracruz",29,-15.310139,13.443182,-96.1342241,19.173773
1472,"Gambia","Virginia",1540,-15.310139,13.443182,-78.6568942,37.4315734
1473,"Gambia","West Indies (colony unspecified)",4,-15.310139,13.443182,-66.4108475,18.2345027
1474,"Gambia","York River",1242,-15.310139,13.443182,-76.3824455,37.2476419
1475,"Gambia","Zion Hill",4,-15.310139,13.443182,-95.2126459,37.1924565
1476,"Gold Coast","???",132,153.4,-28.016667,NA,NA
1477,"Gold Coast","Americas",92,153.4,-28.016667,-105.2551187,54.5259614
1478,"Gold Coast","Americas, region unspecified",1,153.4,-28.016667,-105.2551187,54.5259614
1479,"Gold Coast","Annapolis",328,153.4,-28.016667,-76.4921829,38.9784453
1480,"Gold Coast","Antigua",1,153.4,-28.016667,-61.8175207,17.0746557
1481,"Gold Coast","Bahamas",392,153.4,-28.016667,-77.39628,25.03428
1482,"Gold Coast","Bahia",357,153.4,-28.016667,-117.2470564,32.7722229
1483,"Gold Coast","Barbados",21765,153.4,-28.016667,-59.543198,13.193887
1484,"Gold Coast","Basse-Terre",684,153.4,-28.016667,-61.7064109,16.0144526
1485,"Gold Coast","Berbice",1048,153.4,-28.016667,-57.9804325,5.3904374
1486,"Gold Coast","Black River",741,153.4,-28.016667,-90.8112067,36.2930747
1487,"Gold Coast","Boston",1,153.4,-28.016667,-71.0588801,42.3600825
1488,"Gold Coast","British Caribbean",8,153.4,-28.016667,-76.7907214,17.9686962
1489,"Gold Coast","Buenos Aires",379,153.4,-28.016667,-58.3815591,-34.6036844
1490,"Gold Coast","Cadiz",128,153.4,-28.016667,-6.2885962,36.5270612
1491,"Gold Coast","Cap Francais",800,153.4,-28.016667,-72.2067681,19.7370362
1492,"Gold Coast","Caribbean",1,153.4,-28.016667,-78.6568942,21.4691137
1493,"Gold Coast","Cartagena",382,153.4,-28.016667,-75.4832311,10.3932277
1494,"Gold Coast","Charleston",8696,153.4,-28.016667,-79.9310512,32.7764749
1495,"Gold Coast","Cuba",500,153.4,-28.016667,-77.781167,21.521757
1496,"Gold Coast","Cumingsberg",256,153.4,-28.016667,NA,NA
1497,"Gold Coast","Curacao",1462,153.4,-28.016667,-68.99002,12.16957
1498,"Gold Coast","Danish West Indies",5119,153.4,-28.016667,-66.4108475,18.2345027
1499,"Gold Coast","Demerara",8046,153.4,-28.016667,-80.2411779,26.1275852
1500,"Gold Coast","Dominica",802,153.4,-28.016667,-61.370976,15.414999
1501,"Gold Coast","Dutch Guianas",368,153.4,-28.016667,NA,NA
1502,"Gold Coast","Elmina",1,153.4,-28.016667,-1.3421032,5.1053378
1503,"Gold Coast","Essequibo",1107,153.4,-28.016667,-58.5116863,4.2591814
1504,"Gold Coast","Falmouth (Jam.)",611,153.4,-28.016667,-77.656476,18.4928457
1505,"Gold Coast","Freetown",348,153.4,-28.016667,-13.2317225,8.4656765
1506,"Gold Coast","French Caribbean",417,153.4,-28.016667,-80.2734246,26.2866552
1507,"Gold Coast","Grenada",4303,153.4,-28.016667,-61.679,12.1165
1508,"Gold Coast","Hampton",60,153.4,-28.016667,-76.3452218,37.0298687
1509,"Gold Coast","Havana",3260,153.4,-28.016667,-82.3665956,23.1135925
1510,"Gold Coast","Hispaniola",1,153.4,-28.016667,-71.5723953,19.0018663
1511,"Gold Coast","Jamaica",18634,153.4,-28.016667,-77.297508,18.109581
1512,"Gold Coast","Kingston",49478,153.4,-28.016667,-94.0385517,39.6441742
1513,"Gold Coast","Kingston (Demerera)",284,153.4,-28.016667,-58.1622426,6.8239198
1514,"Gold Coast","La Guaira",1,153.4,-28.016667,-66.9313444,10.6024787
1515,"Gold Coast","Leogane",620,153.4,-28.016667,-72.623987,18.5128379
1516,"Gold Coast","Louisiana",208,153.4,-28.016667,-91.9623327,30.9842977
1517,"Gold Coast","Martinique",1960,153.4,-28.016667,-61.024174,14.641528
1518,"Gold Coast","Maryland",274,153.4,-28.016667,-76.6412712,39.0457549
1519,"Gold Coast","Montego Bay",1390,153.4,-28.016667,-77.8938895,18.4762228
1520,"Gold Coast","Montevideo",330,153.4,-28.016667,-56.1645314,-34.9011127
1521,"Gold Coast","Montserrat",413,153.4,-28.016667,-62.187366,16.742498
1522,"Gold Coast","Nevis",100,153.4,-28.016667,-62.5796026,17.1553558
1523,"Gold Coast","New York",301,153.4,-28.016667,-74.0059728,40.7127753
1524,"Gold Coast","Newcastle (Nevis)",1281,153.4,-28.016667,-62.588414,17.2025656
1525,"Gold Coast","Paramaribo",969,153.4,-28.016667,-55.2038278,5.8520355
1526,"Gold Coast","Pernambuco",210,153.4,-28.016667,-36.954107,-8.8137173
1527,"Gold Coast","Port Maria",416,153.4,-28.016667,-76.8922729,18.3653596
1528,"Gold Coast","Port Royal",2463,153.4,-28.016667,-76.8411038,17.9367669
1529,"Gold Coast","Port-au-Prince",169,153.4,-28.016667,-72.3074326,18.594395
1530,"Gold Coast","Portobelo",189,153.4,-28.016667,-79.6530174,9.5488889
1531,"Gold Coast","Portugal",1,153.4,-28.016667,-8.224454,39.399872
1532,"Gold Coast","Rappahannock",251,153.4,-28.016667,-77.2066465,38.1985853
1533,"Gold Coast","Rhode Island",4,153.4,-28.016667,-71.4774291,41.5800945
1534,"Gold Coast","Rio de Janeiro",609,153.4,-28.016667,-43.1728965,-22.9068467
1535,"Gold Coast","Saint John (Antigua)",3747,153.4,-28.016667,-61.846772,17.1274104
1536,"Gold Coast","Saint-Domingue",5,153.4,-28.016667,-80.1928557,25.8461305
1537,"Gold Coast","Saint-Marc",506,153.4,-28.016667,-118.4201472,34.0589908
1538,"Gold Coast","Santiago de Cuba",96,153.4,-28.016667,-75.8301537,20.01693
1539,"Gold Coast","Savanna la Mar",241,153.4,-28.016667,-78.1393397,18.2291677
1540,"Gold Coast","Savannah",551,153.4,-28.016667,-81.091203,32.0808989
1541,"Gold Coast","South Carolina",369,153.4,-28.016667,-81.1637245,33.836081
1542,"Gold Coast","St. Croix",818,153.4,-28.016667,-64.8347992,17.7245968
1543,"Gold Coast","St. Eustatius",1,153.4,-28.016667,-62.973555,17.4890306
1544,"Gold Coast","St. Kitts",610,153.4,-28.016667,-62.7559043,17.3433796
1545,"Gold Coast","St. Maarten",1,153.4,-28.016667,-63.05483,18.04248
1546,"Gold Coast","St. Thomas",353,153.4,-28.016667,-64.8940946,18.3380965
1547,"Gold Coast","St. Vincent",3414,153.4,-28.016667,-92.3393435,34.7502877
1548,"Gold Coast","Stabroek",213,153.4,-28.016667,-58.1629237,6.8116525
1549,"Gold Coast","Suriname",10033,153.4,-28.016667,-56.027783,3.919305
1550,"Gold Coast","Tortola",2,153.4,-28.016667,-64.6332782,18.4334704
1551,"Gold Coast","Trinidad",594,153.4,-28.016667,-61.222503,10.691803
1552,"Gold Coast","Upper James River",425,153.4,-28.016667,-78.0470161,37.6433132
1553,"Gold Coast","USA, location unspecified",1,153.4,-28.016667,-95.712891,37.09024
1554,"Gold Coast","Veracruz",98,153.4,-28.016667,-96.1342241,19.173773
1555,"Gold Coast","Virginia",112,153.4,-28.016667,-78.6568942,37.4315734
1556,"Gold Coast","West Indies (colony unspecified)",327,153.4,-28.016667,-66.4108475,18.2345027
1557,"Gold Coast","York River",1602,153.4,-28.016667,-76.3824455,37.2476419
1558,"Gold Coast","Zion Hill",1173,153.4,-28.016667,-95.2126459,37.1924565
1559,"Gold Coast + Bight of Benin + Bight of Biafra","Cap Francais",1,2.1,5,-72.2067681,19.7370362
1560,"Gold Coast + Bight of Benin + Bight of Biafra","Pernambuco",422,2.1,5,-36.954107,-8.8137173
1561,"Gold Coast east of Kormantine","Americas, region unspecified",1,153.4,-28.016667,-105.2551187,54.5259614
1562,"Gold Coast east of Kormantine","Paraiba",2,153.4,-28.016667,-36.7819505,-7.2399609
1563,"Gold Coast east of Kormantine","Pernambuco",9,153.4,-28.016667,-36.954107,-8.8137173
1564,"Gold Coast, Fr. definition","Americas",1,153.4,-28.016667,-105.2551187,54.5259614
1565,"Gold Coast, Fr. definition","Bahia",1,153.4,-28.016667,-117.2470564,32.7722229
1566,"Gold Coast, Fr. definition","Basse-Terre",768,153.4,-28.016667,-61.7064109,16.0144526
1567,"Gold Coast, Fr. definition","Cap Francais",12404,153.4,-28.016667,-72.2067681,19.7370362
1568,"Gold Coast, Fr. definition","Cartagena",1124,153.4,-28.016667,-75.4832311,10.3932277
1569,"Gold Coast, Fr. definition","Cayes (Les)",2185,153.4,-28.016667,-73.7536695,18.2042851
1570,"Gold Coast, Fr. definition","French Caribbean",2,153.4,-28.016667,-80.2734246,26.2866552
1571,"Gold Coast, Fr. definition","Jacmel",223,153.4,-28.016667,-72.5263984,18.2430063
1572,"Gold Coast, Fr. definition","Jamaica",570,153.4,-28.016667,-77.297508,18.109581
1573,"Gold Coast, Fr. definition","Jeremie",1,153.4,-28.016667,-74.1181234,18.6389698
1574,"Gold Coast, Fr. definition","Leogane",1946,153.4,-28.016667,-72.623987,18.5128379
1575,"Gold Coast, Fr. definition","Martinique",901,153.4,-28.016667,-61.024174,14.641528
1576,"Gold Coast, Fr. definition","Pernambuco",1,153.4,-28.016667,-36.954107,-8.8137173
1577,"Gold Coast, Fr. definition","Port-au-Prince",9478,153.4,-28.016667,-72.3074326,18.594395
1578,"Gold Coast, Fr. definition","Port-de-Paix",175,153.4,-28.016667,-72.8308692,19.9348887
1579,"Gold Coast, Fr. definition","Portobelo",255,153.4,-28.016667,-79.6530174,9.5488889
1580,"Gold Coast, Fr. definition","Saint-Domingue",695,153.4,-28.016667,-80.1928557,25.8461305
1581,"Gold Coast, Fr. definition","Saint-Marc",3581,153.4,-28.016667,-118.4201472,34.0589908
1582,"Gold Coast, Fr. definition","West Indies (colony unspecified)",169,153.4,-28.016667,-66.4108475,18.2345027
1583,"Gold Coast, Fr. definition","Zion Hill",724,153.4,-28.016667,-95.2126459,37.1924565
1584,"Goree","Bahamas",92,-17.3989282,14.6678596,-77.39628,25.03428
1585,"Goree","Barbados",225,-17.3989282,14.6678596,-59.543198,13.193887
1586,"Goree","Basse-Terre",2,-17.3989282,14.6678596,-61.7064109,16.0144526
1587,"Goree","Boston",75,-17.3989282,14.6678596,-71.0588801,42.3600825
1588,"Goree","British Caribbean",2,-17.3989282,14.6678596,-76.7907214,17.9686962
1589,"Goree","Buenos Aires",1,-17.3989282,14.6678596,-58.3815591,-34.6036844
1590,"Goree","Cap Francais",3873,-17.3989282,14.6678596,-72.2067681,19.7370362
1591,"Goree","Cayenne",55,-17.3989282,14.6678596,-52.3134531,4.92242
1592,"Goree","Cayes (Les)",853,-17.3989282,14.6678596,-73.7536695,18.2042851
1593,"Goree","Charleston",1295,-17.3989282,14.6678596,-79.9310512,32.7764749
1594,"Goree","Curacao",4,-17.3989282,14.6678596,-68.99002,12.16957
1595,"Goree","Demerara",1,-17.3989282,14.6678596,-80.2411779,26.1275852
1596,"Goree","Dominica",261,-17.3989282,14.6678596,-61.370976,15.414999
1597,"Goree","Dutch Guianas",1,-17.3989282,14.6678596,NA,NA
1598,"Goree","Fort Dauphin",2,-17.3989282,14.6678596,46.9853688,-25.0225309
1599,"Goree","French Caribbean",1,-17.3989282,14.6678596,-80.2734246,26.2866552
1600,"Goree","Havana",147,-17.3989282,14.6678596,-82.3665956,23.1135925
1601,"Goree","Jamaica",2,-17.3989282,14.6678596,-77.297508,18.109581
1602,"Goree","La Balise",1347,-17.3989282,14.6678596,-71.7867219,48.5983561
1603,"Goree","Leogane",1977,-17.3989282,14.6678596,-72.623987,18.5128379
1604,"Goree","Martinique",2810,-17.3989282,14.6678596,-61.024174,14.641528
1605,"Goree","Montevideo",272,-17.3989282,14.6678596,-56.1645314,-34.9011127
1606,"Goree","New Orleans",1127,-17.3989282,14.6678596,-90.0715323,29.9510658
1607,"Goree","Pernambuco",109,-17.3989282,14.6678596,-36.954107,-8.8137173
1608,"Goree","Petit-Goave",276,-17.3989282,14.6678596,-72.8545019,18.4311407
1609,"Goree","Port-au-Prince",563,-17.3989282,14.6678596,-72.3074326,18.594395
1610,"Goree","Saint-Domingue",637,-17.3989282,14.6678596,-80.1928557,25.8461305
1611,"Goree","Saint-Marc",172,-17.3989282,14.6678596,-118.4201472,34.0589908
1612,"Goree","Santiago de Cuba",289,-17.3989282,14.6678596,-75.8301537,20.01693
1613,"Goree","Savannah",409,-17.3989282,14.6678596,-81.091203,32.0808989
1614,"Goree","Senegambia and offshore Atlantic",1,-17.3989282,14.6678596,NA,NA
1615,"Goree","St. Croix",35,-17.3989282,14.6678596,-64.8347992,17.7245968
1616,"Goree","St. Kitts",1,-17.3989282,14.6678596,-62.7559043,17.3433796
1617,"Goree","St. Thomas",64,-17.3989282,14.6678596,-64.8940946,18.3380965
1618,"Goree","Suriname",85,-17.3989282,14.6678596,-56.027783,3.919305
1619,"Goree","Trinidad",200,-17.3989282,14.6678596,-61.222503,10.691803
1620,"Goree","York River",37,-17.3989282,14.6678596,-76.3824455,37.2476419
1621,"Grand Bassa","Americas",1,-9.8124935,6.2308452,-105.2551187,54.5259614
1622,"Grand Bassa","Cuba",78,-9.8124935,6.2308452,-77.781167,21.521757
1623,"Grand Bassa","Freetown",250,-9.8124935,6.2308452,-13.2317225,8.4656765
1624,"Grand Bassa","Nassau",307,-9.8124935,6.2308452,-77.3503609,25.0443312
1625,"Grand Bassam","Cul-de-Sac",403,-3.7536663,5.225936,-73.5761738,45.5154246
1626,"Grand Bassam","Grenada",101,-3.7536663,5.225936,-61.679,12.1165
1627,"Grand Bassam","West Indies (colony unspecified)",1,-3.7536663,5.225936,-66.4108475,18.2345027
1628,"Grand Junk","Leogane",1,-108.5621028,39.0620511,-72.623987,18.5128379
1629,"Grand Mesurado","Barbados",105,NA,NA,-59.543198,13.193887
1630,"Grand Mesurado","Berbice",1,NA,NA,-57.9804325,5.3904374
1631,"Grand Mesurado","Bissagos",1,NA,NA,-15.9708229,11.2904991
1632,"Grand Mesurado","Cap Francais",372,NA,NA,-72.2067681,19.7370362
1633,"Grand Mesurado","Cayes (Les)",136,NA,NA,-73.7536695,18.2042851
1634,"Grand Mesurado","Cuba",151,NA,NA,-77.781167,21.521757
1635,"Grand Mesurado","Demerara",136,NA,NA,-80.2411779,26.1275852
1636,"Grand Mesurado","Freetown",89,NA,NA,-13.2317225,8.4656765
1637,"Grand Mesurado","Havana",267,NA,NA,-82.3665956,23.1135925
1638,"Grand Mesurado","Jamaica",1,NA,NA,-77.297508,18.109581
1639,"Grand Mesurado","Martinique",245,NA,NA,-61.024174,14.641528
1640,"Grand Mesurado","Port-au-Prince",1,NA,NA,-72.3074326,18.594395
1641,"Grand Mesurado","Saint John (Antigua)",348,NA,NA,-61.846772,17.1274104
1642,"Grand Mesurado","Saint-Domingue",1,NA,NA,-80.1928557,25.8461305
1643,"Grand Mesurado","Saint-Marc",112,NA,NA,-118.4201472,34.0589908
1644,"Grand Mesurado","Santiago de Cuba",1,NA,NA,-75.8301537,20.01693
1645,"Grand Mesurado","St. Kitts",190,NA,NA,-62.7559043,17.3433796
1646,"Grand Popo","Americas",1,1.7417143,6.2639324,-105.2551187,54.5259614
1647,"Grand Popo","Curacao",1,1.7417143,6.2639324,-68.99002,12.16957
1648,"Grand Popo","Martinique",250,1.7417143,6.2639324,-61.024174,14.641528
1649,"Grand Sestos","Americas",1,9.2256875,45.5328245,-105.2551187,54.5259614
1650,"Grand Sestos","British Honduras",223,9.2256875,45.5328245,NA,NA
1651,"Grand Sestos","Cuba",1,9.2256875,45.5328245,-77.781167,21.521757
1652,"Grand Sestos","Dominica",205,9.2256875,45.5328245,-61.370976,15.414999
1653,"Grand Sestos","Freetown",236,9.2256875,45.5328245,-13.2317225,8.4656765
1654,"Grand Sestos","Kingston",196,9.2256875,45.5328245,-94.0385517,39.6441742
1655,"Grand Sestos","Martinique",163,9.2256875,45.5328245,-61.024174,14.641528
1656,"Grand Sestos","Saint John (Antigua)",1,9.2256875,45.5328245,-61.846772,17.1274104
1657,"Grenada Point","Grenada",318,-61.7754337,12.0240714,-61.679,12.1165
1658,"Gulf of Guinea islands","Cartagena",205,3.743509,3.7355442,-75.4832311,10.3932277
1659,"Ibo","Ilha de Marambaia",559,-97.4144183,32.6938504,-43.9532149,-23.0689399
1660,"Ibo","Marica",499,-97.4144183,32.6938504,-122.251535,37.838096
1661,"Ibo","Saint-Marc",1,-97.4144183,32.6938504,-118.4201472,34.0589908
1662,"Ife","Bahia",453,4.5521274,7.490462,-117.2470564,32.7722229
1663,"Iles de Los","Barbados",696,-13.7855,9.4769,-59.543198,13.193887
1664,"Iles de Los","Basse-Terre",632,-13.7855,9.4769,-61.7064109,16.0144526
1665,"Iles de Los","Cap Francais",3460,-13.7855,9.4769,-72.2067681,19.7370362
1666,"Iles de Los","Cayes (Les)",2182,-13.7855,9.4769,-73.7536695,18.2042851
1667,"Iles de Los","Charleston",3634,-13.7855,9.4769,-79.9310512,32.7764749
1668,"Iles de Los","Curacao",378,-13.7855,9.4769,-68.99002,12.16957
1669,"Iles de Los","Demerara",74,-13.7855,9.4769,-80.2411779,26.1275852
1670,"Iles de Los","Dominica",1662,-13.7855,9.4769,-61.370976,15.414999
1671,"Iles de Los","Grenada",3676,-13.7855,9.4769,-61.679,12.1165
1672,"Iles de Los","Havana",994,-13.7855,9.4769,-82.3665956,23.1135925
1673,"Iles de Los","Jacmel",138,-13.7855,9.4769,-72.5263984,18.2430063
1674,"Iles de Los","Jamaica",450,-13.7855,9.4769,-77.297508,18.109581
1675,"Iles de Los","Kingston",1223,-13.7855,9.4769,-94.0385517,39.6441742
1676,"Iles de Los","Martinique",300,-13.7855,9.4769,-61.024174,14.641528
1677,"Iles de Los","Montego Bay",991,-13.7855,9.4769,-77.8938895,18.4762228
1678,"Iles de Los","Newcastle (Nevis)",90,-13.7855,9.4769,-62.588414,17.2025656
1679,"Iles de Los","Port-au-Prince",3178,-13.7855,9.4769,-72.3074326,18.594395
1680,"Iles de Los","Puerto Rico",330,-13.7855,9.4769,-66.590149,18.220833
1681,"Iles de Los","Rappahannock",147,-13.7855,9.4769,-77.2066465,38.1985853
1682,"Iles de Los","Saint John (Antigua)",95,-13.7855,9.4769,-61.846772,17.1274104
1683,"Iles de Los","Saint-Domingue",253,-13.7855,9.4769,-80.1928557,25.8461305
1684,"Iles de Los","Saint-Marc",1,-13.7855,9.4769,-118.4201472,34.0589908
1685,"Iles de Los","Santiago de Cuba",1,-13.7855,9.4769,-75.8301537,20.01693
1686,"Iles de Los","Savanna la Mar",474,-13.7855,9.4769,-78.1393397,18.2291677
1687,"Iles de Los","Savannah",1180,-13.7855,9.4769,-81.091203,32.0808989
1688,"Iles de Los","St. Augustine",82,-13.7855,9.4769,-81.3124341,29.9012437
1689,"Iles de Los","St. Croix",96,-13.7855,9.4769,-64.8347992,17.7245968
1690,"Iles de Los","St. Eustatius",1,-13.7855,9.4769,-62.973555,17.4890306
1691,"Iles de Los","St. Kitts",859,-13.7855,9.4769,-62.7559043,17.3433796
1692,"Iles de Los","St. Lucia",1,-13.7855,9.4769,-60.978893,13.909444
1693,"Iles de Los","St. Vincent",1029,-13.7855,9.4769,-92.3393435,34.7502877
1694,"Iles de Los","Suriname",780,-13.7855,9.4769,-56.027783,3.919305
1695,"Iles de Los","Upper James River",225,-13.7855,9.4769,-78.0470161,37.6433132
1696,"Iles Plantain","Barbados",298,-13.2115287,8.1158998,-59.543198,13.193887
1697,"Iles Plantain","Freetown",154,-13.2115287,8.1158998,-13.2317225,8.4656765
1698,"Inhambane","Bahia",1,35.3826756,-23.8662153,-117.2470564,32.7722229
1699,"Inhambane","Campos",437,35.3826756,-23.8662153,-95.5944428,37.0400119
1700,"Inhambane","Cape of Good Hope",340,35.3826756,-23.8662153,18.4739882,-34.3568425
1701,"Inhambane","Cardenas",840,35.3826756,-23.8662153,-98.5546461,29.4389654
1702,"Inhambane","Montevideo",250,35.3826756,-23.8662153,-56.1645314,-34.9011127
1703,"Inhambane","Pernambuco",2,35.3826756,-23.8662153,-36.954107,-8.8137173
1704,"Inhambane","Rio de Janeiro",5889,35.3826756,-23.8662153,-43.1728965,-22.9068467
1705,"Ivory Coast","Jamaica",1,-5.54708,7.539989,-77.297508,18.109581
1706,"Ivory Coast","Martinique",180,-5.54708,7.539989,-61.024174,14.641528
1707,"Ivory Coast","Newcastle (Nevis)",1,-5.54708,7.539989,-62.588414,17.2025656
1708,"Ivory Coast","Suriname",276,-5.54708,7.539989,-56.027783,3.919305
